Fight Night Title,date,location,Fighter A,Fighter A ID,Fighter B,Fighter B ID,Division,Outcome Method,Outcome Round,Outcome Time,Outcome Format,Referee,Outcome Detail,Fighter A Round 1 KD,Fighter A Round 1 SIG STR Landed,Fighter A Round 1 SIG STR Attempted,Fighter A Round 1 SIG STR %,Fighter A Round 1 TOTAL STR Landed,Fighter A Round 1 TOTAL STR Attempted,Fighter A Round 1 TD Landed,Fighter A Round 1 Attempted,Fighter A Round 1 TD %,Fighter A Round 1 SUB ATT,Fighter A Round 1 REV,Fighter A Round 1 CTRL,Fighter A Round 2 KD,Fighter A Round 2 SIG STR Landed,Fighter A Round 2 SIG STR Attempted,Fighter A Round 2 SIG STR %,Fighter A Round 2 TOTAL STR Landed,Fighter A Round 2 TOTAL STR Attempted,Fighter A Round 2 TD Landed,Fighter A Round 2 Attempted,Fighter A Round 2 TD %,Fighter A Round 2 SUB ATT,Fighter A Round 2 REV,Fighter A Round 2 CTRL,Fighter A Round 3 KD,Fighter A Round 3 SIG STR Landed,Fighter A Round 3 SIG STR Attempted,Fighter A Round 3 SIG STR %,Fighter A Round 3 TOTAL STR Landed,Fighter A Round 3 TOTAL STR Attempted,Fighter A Round 3 TD Landed,Fighter A Round 3 Attempted,Fighter A Round 3 TD %,Fighter A Round 3 SUB ATT,Fighter A Round 3 REV,Fighter A Round 3 CTRL,Fighter A Round 4 KD,Fighter A Round 4 SIG STR Landed,Fighter A Round 4 SIG STR Attempted,Fighter A Round 4 SIG STR %,Fighter A Round 4 TOTAL STR Landed,Fighter A Round 4 TOTAL STR Attempted,Fighter A Round 4 TD Landed,Fighter A Round 4 Attempted,Fighter A Round 4 TD %,Fighter A Round 4 SUB ATT,Fighter A Round 4 REV,Fighter A Round 4 CTRL,Fighter A Round 5 KD,Fighter A Round 5 SIG STR Landed,Fighter A Round 5 SIG STR Attempted,Fighter A Round 5 SIG STR %,Fighter A Round 5 TOTAL STR Landed,Fighter A Round 5 TOTAL STR Attempted,Fighter A Round 5 TD Landed,Fighter A Round 5 Attempted,Fighter A Round 5 TD %,Fighter A Round 5 SUB ATT,Fighter A Round 5 REV,Fighter A Round 5 CTRL,Fighter A Total KD,Fighter A Total SIG STR Landed,Fighter A Total SIG STR Attempted,Fighter A Total SIG STR %,Fighter A Total TOTAL STR Landed,Fighter A Total TOTAL STR Attempted,Fighter A Total TD Landed,Fighter A Total Attempted,Fighter A Total TD %,Fighter A Total SUB ATT,Fighter A Total REV,Fighter A Total CTRL,Fighter B Round 1 KD,Fighter B Round 1 SIG STR Landed,Fighter B Round 1 SIG STR Attempted,Fighter B Round 1 SIG STR %,Fighter B Round 1 TOTAL STR Landed,Fighter B Round 1 TOTAL STR Attempted,Fighter B Round 1 TD Landed,Fighter B Round 1 Attempted,Fighter B Round 1 TD %,Fighter B Round 1 SUB ATT,Fighter B Round 1 REV,Fighter B Round 1 CTRL,Fighter B Round 2 KD,Fighter B Round 2 SIG STR Landed,Fighter B Round 2 SIG STR Attempted,Fighter B Round 2 SIG STR %,Fighter B Round 2 TOTAL STR Landed,Fighter B Round 2 TOTAL STR Attempted,Fighter B Round 2 TD Landed,Fighter B Round 2 Attempted,Fighter B Round 2 TD %,Fighter B Round 2 SUB ATT,Fighter B Round 2 REV,Fighter B Round 2 CTRL,Fighter B Round 3 KD,Fighter B Round 3 SIG STR Landed,Fighter B Round 3 SIG STR Attempted,Fighter B Round 3 SIG STR %,Fighter B Round 3 TOTAL STR Landed,Fighter B Round 3 TOTAL STR Attempted,Fighter B Round 3 TD Landed,Fighter B Round 3 Attempted,Fighter B Round 3 TD %,Fighter B Round 3 SUB ATT,Fighter B Round 3 REV,Fighter B Round 3 CTRL,Fighter B Round 4 KD,Fighter B Round 4 SIG STR Landed,Fighter B Round 4 SIG STR Attempted,Fighter B Round 4 SIG STR %,Fighter B Round 4 TOTAL STR Landed,Fighter B Round 4 TOTAL STR Attempted,Fighter B Round 4 TD Landed,Fighter B Round 4 Attempted,Fighter B Round 4 TD %,Fighter B Round 4 SUB ATT,Fighter B Round 4 REV,Fighter B Round 4 CTRL,Fighter B Round 5 KD,Fighter B Round 5 SIG STR Landed,Fighter B Round 5 SIG STR Attempted,Fighter B Round 5 SIG STR %,Fighter B Round 5 TOTAL STR Landed,Fighter B Round 5 TOTAL STR Attempted,Fighter B Round 5 TD Landed,Fighter B Round 5 Attempted,Fighter B Round 5 TD %,Fighter B Round 5 SUB ATT,Fighter B Round 5 REV,Fighter B Round 5 CTRL,Fighter B Total KD,Fighter B Total SIG STR Landed,Fighter B Total SIG STR Attempted,Fighter B Total SIG STR %,Fighter B Total TOTAL STR Landed,Fighter B Total TOTAL STR Attempted,Fighter B Total TD Landed,Fighter B Total Attempted,Fighter B Total TD %,Fighter B Total SUB ATT,Fighter B Total REV,Fighter B Total CTRL,Fighter A Round 1 Head Shots Landed,Fighter A Round 1 Head Shots Attempted,Fighter A Round 1 Body Shots Landed,Fighter A Round 1 Body Shots Attempted,Fighter A Round 1 Leg Shots Landed,Fighter A Round 1 Leg Shots Attempted,Fighter A Round 1 Distance Shots Landed,Fighter A Round 1 Distance Shots Attempted,Fighter A Round 1 Clinch Landed,Fighter A Round 1 Clinch Attempted,Fighter A Round 1 Ground Landed,Fighter A Round 1 Ground Attempted,Fighter A Round 2 Head Shots Landed,Fighter A Round 2 Head Shots Attempted,Fighter A Round 2 Body Shots Landed,Fighter A Round 2 Body Shots Attempted,Fighter A Round 2 Leg Shots Landed,Fighter A Round 2 Leg Shots Attempted,Fighter A Round 2 Distance Shots Landed,Fighter A Round 2 Distance Shots Attempted,Fighter A Round 2 Clinch Landed,Fighter A Round 2 Clinch Attempted,Fighter A Round 2 Ground Landed,Fighter A Round 2 Ground Attempted,Fighter A Round 3 Head Shots Landed,Fighter A Round 3 Head Shots Attempted,Fighter A Round 3 Body Shots Landed,Fighter A Round 3 Body Shots Attempted,Fighter A Round 3 Leg Shots Landed,Fighter A Round 3 Leg Shots Attempted,Fighter A Round 3 Distance Shots Landed,Fighter A Round 3 Distance Shots Attempted,Fighter A Round 3 Clinch Landed,Fighter A Round 3 Clinch Attempted,Fighter A Round 3 Ground Landed,Fighter A Round 3 Ground Attempted,Fighter A Round 4 Head Shots Landed,Fighter A Round 4 Head Shots Attempted,Fighter A Round 4 Body Shots Landed,Fighter A Round 4 Body Shots Attempted,Fighter A Round 4 Leg Shots Landed,Fighter A Round 4 Leg Shots Attempted,Fighter A Round 4 Distance Shots Landed,Fighter A Round 4 Distance Shots Attempted,Fighter A Round 4 Clinch Landed,Fighter A Round 4 Clinch Attempted,Fighter A Round 4 Ground Landed,Fighter A Round 4 Ground Attempted,Fighter A Round 5 Head Shots Landed,Fighter A Round 5 Head Shots Attempted,Fighter A Round 5 Body Shots Landed,Fighter A Round 5 Body Shots Attempted,Fighter A Round 5 Leg Shots Landed,Fighter A Round 5 Leg Shots Attempted,Fighter A Round 5 Distance Shots Landed,Fighter A Round 5 Distance Shots Attempted,Fighter A Round 5 Clinch Landed,Fighter A Round 5 Clinch Attempted,Fighter A Round 5 Ground Landed,Fighter A Round 5 Ground Attempted,Fighter A Total Head Shots Landed,Fighter A Total Head Shots Attempted,Fighter A Total Body Shots Landed,Fighter A Total Body Shots Attempted,Fighter A Total Leg Shots Landed,Fighter A Total Leg Shots Attempted,Fighter A Total Distance Shots Landed,Fighter A Total Distance Shots Attempted,Fighter A Total Clinch Landed,Fighter A Total Clinch Attempted,Fighter A Total Ground Landed,Fighter A Total Ground Attempted,Fighter B Round 1 Head Shots Landed,Fighter B Round 1 Head Shots Attempted,Fighter B Round 1 Body Shots Landed,Fighter B Round 1 Body Shots Attempted,Fighter B Round 1 Leg Shots Landed,Fighter B Round 1 Leg Shots Attempted,Fighter B Round 1 Distance Shots Landed,Fighter B Round 1 Distance Shots Attempted,Fighter B Round 1 Clinch Landed,Fighter B Round 1 Clinch Attempted,Fighter B Round 1 Ground Landed,Fighter B Round 1 Ground Attempted,Fighter B Round 2 Head Shots Landed,Fighter B Round 2 Head Shots Attempted,Fighter B Round 2 Body Shots Landed,Fighter B Round 2 Body Shots Attempted,Fighter B Round 2 Leg Shots Landed,Fighter B Round 2 Leg Shots Attempted,Fighter B Round 2 Distance Shots Landed,Fighter B Round 2 Distance Shots Attempted,Fighter B Round 2 Clinch Landed,Fighter B Round 2 Clinch Attempted,Fighter B Round 2 Ground Landed,Fighter B Round 2 Ground Attempted,Fighter B Round 3 Head Shots Landed,Fighter B Round 3 Head Shots Attempted,Fighter B Round 3 Body Shots Landed,Fighter B Round 3 Body Shots Attempted,Fighter B Round 3 Leg Shots Landed,Fighter B Round 3 Leg Shots Attempted,Fighter B Round 3 Distance Shots Landed,Fighter B Round 3 Distance Shots Attempted,Fighter B Round 3 Clinch Landed,Fighter B Round 3 Clinch Attempted,Fighter B Round 3 Ground Landed,Fighter B Round 3 Ground Attempted,Fighter B Round 4 Head Shots Landed,Fighter B Round 4 Head Shots Attempted,Fighter B Round 4 Body Shots Landed,Fighter B Round 4 Body Shots Attempted,Fighter B Round 4 Leg Shots Landed,Fighter B Round 4 Leg Shots Attempted,Fighter B Round 4 Distance Shots Landed,Fighter B Round 4 Distance Shots Attempted,Fighter B Round 4 Clinch Landed,Fighter B Round 4 Clinch Attempted,Fighter B Round 4 Ground Landed,Fighter B Round 4 Ground Attempted,Fighter B Round 5 Head Shots Landed,Fighter B Round 5 Head Shots Attempted,Fighter B Round 5 Body Shots Landed,Fighter B Round 5 Body Shots Attempted,Fighter B Round 5 Leg Shots Landed,Fighter B Round 5 Leg Shots Attempted,Fighter B Round 5 Distance Shots Landed,Fighter B Round 5 Distance Shots Attempted,Fighter B Round 5 Clinch Landed,Fighter B Round 5 Clinch Attempted,Fighter B Round 5 Ground Landed,Fighter B Round 5 Ground Attempted,Fighter B Total Head Shots Landed,Fighter B Total Head Shots Attempted,Fighter B Total Body Shots Landed,Fighter B Total Body Shots Attempted,Fighter B Total Leg Shots Landed,Fighter B Total Leg Shots Attempted,Fighter B Total Distance Shots Landed,Fighter B Total Distance Shots Attempted,Fighter B Total Clinch Landed,Fighter B Total Clinch Attempted,Fighter B Total Ground Landed,Fighter B Total Ground Attempted
UFC 215: Nunes vs Shevchenko 2,"September 09, 2017","Edmonton, Alberta, Canada",Sarah Moras,539ed332b3078821,Ashlee Evans-Smith,fc6e681bf6658faf,Women's Bantamweight,Submission,1,2:51,(5-5-5),Lavigne,Armbar On Ground,0,3,6,50%,5,9,0,1,0%,1,0,0:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,6,50%,5,9,0,1,0%,1,0,0:07,0,3,9,33%,5,11,0,0,---,0,0,2:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,9,33%,5,11,0,0,---,0,0,2:26,2,5,0,0,1,1,0,1,0,1,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,0,0,1,1,0,1,0,1,3,4,1,5,2,4,0,0,0,4,2,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,4,0,0,0,4,2,4,1,1
UFC 215: Nunes vs Shevchenko 2,"September 09, 2017","Edmonton, Alberta, Canada",Sara McMann,7be74a12d7352df2,Ketlen Vieira,b9706f80d005036c,Women's Bantamweight,Submission,2,4:16,(5-5-5),Lavigne,Arm Triangle From Half Guard,0,20,44,45%,26,51,1,2,50%,0,0,4:07,0,9,14,64%,10,16,0,3,0%,0,0,1:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,29,58,50%,36,67,1,5,20%,0,0,5:32,0,3,4,75%,12,15,0,0,---,1,0,0:00,0,14,17,82%,23,30,1,1,100%,1,0,1:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,21,80%,35,45,1,1,100%,2,0,1:45,19,42,0,1,1,1,0,4,1,2,19,38,6,10,2,2,1,2,1,5,8,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,52,2,3,2,3,1,9,9,11,19,38,3,4,0,0,0,0,0,1,0,0,3,3,13,16,1,1,0,0,0,3,14,14,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,20,1,1,0,0,0,4,14,14,3,3
UFC 215: Nunes vs Shevchenko 2,"September 09, 2017","Edmonton, Alberta, Canada",Amanda Nunes,80fa8218c99f9c58,Valentina Shevchenko,132deb59abae64b1,UFC Women's Bantamweight Title,Decision - Split,5,5:00,(5-5-5-5-5),McCarthy,"


Sal D'amato 47 - 48.
 

Tony Weeks 48 - 47.
 

David Therien 47 - 48.",0,25,43,58%,25,43,1,1,100%,0,0,0:00,0,16,29,55%,16,29,0,0,---,0,0,0:00,0,17,47,36%,17,47,0,0,---,0,0,0:00,0,24,42,57%,24,42,0,0,---,0,0,0:00,0,4,15,26%,8,19,1,7,14%,0,0,2:32,0,86,176,48%,90,180,2,8,25%,0,0,2:32,0,11,31,35%,11,31,0,0,---,0,0,0:00,0,12,37,32%,12,37,0,0,---,0,0,0:00,0,15,44,34%,15,44,0,0,---,0,0,0:00,0,20,50,40%,20,50,0,0,---,0,0,0:00,0,14,32,43%,27,47,0,1,0%,0,0,0:00,0,72,194,37%,85,209,0,1,0%,0,0,0:00,4,13,3,6,18,24,25,43,0,0,0,0,4,13,5,6,7,10,16,29,0,0,0,0,4,19,2,6,11,22,17,47,0,0,0,0,2,11,4,4,18,27,24,42,0,0,0,0,2,9,0,0,2,6,3,12,1,2,0,1,16,65,14,22,56,89,85,173,1,2,0,1,1,19,2,2,8,10,11,30,0,1,0,0,6,28,3,4,3,5,11,36,1,1,0,0,6,31,1,1,8,12,15,43,0,1,0,0,10,36,2,4,8,10,19,49,1,1,0,0,7,24,1,2,6,6,9,25,1,2,4,5,30,138,9,13,33,43,65,183,3,6,4,5
UFC Fight Night: Saint Preux vs. Okami,"September 22, 2017","Saitama, Saitama, Japan",Syuri Kondo,a851c35f58199231,Chan-Mi Jeon,24174a3f44ce8e03,Women's Strawweight,Decision - Split,3,5:00,(5-5-5),Perceval,"


Evan Field 29 - 28.
 

Anthony Dimitriou 27 - 30.
 

Ben Cartlidge 27 - 30.",0,37,86,43%,38,87,0,0,---,0,0,0:00,0,57,104,54%,58,105,0,0,---,0,0,0:00,0,41,94,43%,41,94,0,0,---,0,0,0:00,,,,,,,,,,,,,,,,,,,,,,,,,0,135,284,47%,137,286,0,0,---,0,0,0:00,0,24,92,26%,27,95,0,0,---,0,0,0:00,0,34,121,28%,34,121,0,0,---,0,0,0:00,0,37,127,29%,38,128,0,0,---,0,0,0:00,,,,,,,,,,,,,,,,,,,,,,,,,0,95,340,27%,99,344,0,0,---,0,0,0:00,27,74,8,9,2,3,29,75,8,11,0,0,43,88,12,14,2,2,54,101,3,3,0,0,30,82,6,6,5,6,40,92,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,100,244,26,29,9,11,123,268,12,16,0,0,16,79,5,8,3,5,22,86,2,6,0,0,28,105,3,12,3,4,34,118,0,3,0,0,29,115,4,7,4,5,36,125,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,73,299,12,27,10,14,92,329,3,11,0,0
UFC Fight Night: Saint Preux vs. Okami,"September 22, 2017","Saitama, Saitama, Japan",Claudia Gadelha,ec34349e7dffcde7,Jessica Andrade,6a1901c62ab3870f,Women's Strawweight,Decision - Unanimous,3,5:00,(5-5-5),Sharp,"


Barry Foley 25 - 30.
 

Anthony Dimitriou 26 - 30.
 

Kon Papaioannou 27 - 30.",0,23,52,44%,27,56,0,1,0%,1,0,0:00,0,16,28,57%,17,29,0,5,0%,1,0,0:08,0,3,11,27%,3,11,0,1,0%,0,0,0:00,,,,,,,,,,,,,,,,,,,,,,,,,0,42,91,46%,47,96,0,7,0%,2,0,0:08,0,28,62,45%,48,82,1,1,100%,0,0,2:00,0,52,92,56%,73,122,1,3,33%,0,0,2:15,0,61,87,70%,121,151,2,3,66%,0,0,4:20,,,,,,,,,,,,,,,,,,,,,,,,,0,141,241,58%,242,355,4,7,57%,0,0,8:35,23,51,0,1,0,0,15,40,7,10,1,2,15,25,1,3,0,0,15,27,1,1,0,0,3,11,0,0,0,0,0,4,1,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,41,87,1,4,0,0,30,71,9,15,3,5,17,48,11,14,0,0,4,25,6,9,18,28,37,74,10,13,5,5,36,73,7,9,9,10,29,53,29,31,3,3,5,9,5,7,51,71,,,,,,,,,,,,,,,,,,,,,,,,,83,175,50,58,8,8,45,107,18,25,78,109
UFC 216: Ferguson vs. Lee,"October 07, 2017","Las Vegas, Nevada, USA",Pearl Gonzalez,1ebdcb7488d0ebee,Poliana Botelho,5c126c6aac3ef364,Women's Strawweight,Decision - Unanimous,3,5:00,(5-5-5),Herzog,"


Sal D'amato 27 - 30.
 

Rick Winter 27 - 30.
 

Chris Lee 27 - 30.",0,12,19,63%,32,40,0,4,0%,0,0,3:22,0,4,20,20%,22,40,0,5,0%,0,0,3:11,0,11,19,57%,35,44,0,6,0%,0,0,3:37,,,,,,,,,,,,,,,,,,,,,,,,,0,27,58,46%,89,124,0,15,0%,0,0,10:10,0,29,43,67%,49,66,0,0,---,0,0,0:49,0,14,28,50%,44,65,0,0,---,0,0,0:00,0,24,34,70%,64,81,1,1,100%,0,0,0:08,,,,,,,,,,,,,,,,,,,,,,,,,0,67,105,63%,157,212,1,1,100%,0,0,0:57,1,7,2,2,9,10,8,15,4,4,0,0,2,12,0,1,2,7,4,20,0,0,0,0,1,8,3,3,7,8,8,15,3,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,4,27,5,6,18,25,20,50,7,8,0,0,26,36,1,4,2,3,3,13,26,30,0,0,9,21,4,6,1,1,5,14,9,14,0,0,9,18,14,15,1,1,7,16,17,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,44,75,19,25,4,5,15,43,52,62,0,0
UFC 216: Ferguson vs. Lee,"October 07, 2017","Las Vegas, Nevada, USA",Mara Romero Borella,82cbb809d5ee565c,Kalindra Faria,27b164b0d1833df0,Women's Flyweight,Submission,1,2:54,(5-5-5),Herzog,Rear Naked Choke,0,3,5,60%,16,18,1,1,100%,1,0,2:42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,5,60%,16,18,1,1,100%,1,0,2:42,0,0,4,0%,0,4,0,0,---,0,0,0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4,0%,0,4,0,0,---,0,0,0:00,2,4,0,0,1,1,1,3,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,0,1,1,1,3,0,0,2,2,0,3,0,0,0,1,0,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,0,0,1,0,4,0,0,0,0
UFC Fight Night: Cerrone vs. Till,"October 21, 2017","Gdansk, Poland",Lina Lansberg,2eeaefbfc7f9fcff,Aspen Ladd,d4691518d012b9e7,Women's Bantamweight,KO/TKO,2,2:33,(5-5-5),Bosacki,Punches to Head From Mount,0,36,51,70%,45,60,0,0,---,0,0,2:43,0,5,13,38%,5,13,0,0,---,0,0,0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,41,64,64%,50,73,0,0,---,0,0,2:43,0,12,23,52%,21,32,0,0,---,0,0,1:22,0,14,37,37%,24,52,1,1,100%,0,0,2:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,26,60,43%,45,84,1,1,100%,0,0,3:24,4,14,24,28,8,9,2,10,34,41,0,0,3,11,1,1,1,1,5,13,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,25,25,29,9,10,7,23,34,41,0,0,5,14,7,9,0,0,4,11,8,12,0,0,14,36,0,1,0,0,2,13,0,0,12,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,50,7,10,0,0,6,24,8,12,12,24
UFC Fight Night: Cerrone vs. Till,"October 21, 2017","Gdansk, Poland",Karolina Kowalkiewicz,d7c3816669784109,Jodie Esquibel,411539901068522f,Women's Strawweight,Decision - Unanimous,3,5:00,(5-5-5),Roberts,"


Ben Cartlidge 27 - 30.
 

Andreas Gruner 27 - 30.
 

Pawel Harasim 27 - 30.",0,29,106,27%,29,106,0,0,---,0,0,0:00,0,51,107,47%,64,120,1,2,50%,0,0,0:09,0,47,120,39%,49,122,0,0,---,0,0,0:01,,,,,,,,,,,,,,,,,,,,,,,,,0,127,333,38%,142,348,1,2,50%,0,0,0:10,0,24,76,31%,24,76,0,0,---,0,0,0:00,0,19,41,46%,20,42,0,0,---,0,0,1:12,0,22,58,37%,22,58,0,1,0%,0,0,0:00,,,,,,,,,,,,,,,,,,,,,,,,,0,65,175,37%,66,176,0,1,0%,0,0,1:12,21,91,5,12,3,3,28,104,1,2,0,0,42,92,9,15,0,0,34,86,12,16,5,5,32,101,14,17,1,2,33,104,14,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,95,284,28,44,4,5,95,294,27,34,5,5,11,43,8,28,5,5,24,76,0,0,0,0,10,26,6,12,3,3,12,34,3,3,4,4,16,47,3,8,3,3,21,56,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,37,116,17,48,11,11,57,166,4,5,4,4
UFC 217: Bisping vs. St-Pierre,"November 04, 2017","New York City, New York, USA",Joanna Jedrzejczyk,3d6749c4267da18f,Rose Namajunas,47b63240018d5d86,UFC Women's Strawweight Title,KO/TKO,1,3:03,(5-5-5-5-5),McCarthy,Punch to Head At Distance,0,5,42,11%,5,42,0,0,---,0,0,0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,42,11%,5,42,0,0,---,0,0,0:00,1,15,34,44%,18,37,0,0,---,0,0,0:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,34,44%,18,37,0,0,---,0,0,0:26,2,37,1,2,2,3,5,42,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,37,1,2,2,3,5,42,0,0,0,0,14,32,0,0,1,2,8,23,0,1,7,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,32,0,0,1,2,8,23,0,1,7,10
UFC Fight Night: Poirier vs. Pettis,"November 11, 2017","Norfolk, Virginia, USA",Angela Hill,f0feeb2192937424,Nina Nunes,d343df8ba11f4c4e,Women's Strawweight,Decision - Unanimous,3,5:00,(5-5-5),Peterson,"


Chris Lee 28 - 29.
 

Ron Rodriquez 28 - 29.
 

Brian Costello 28 - 29.",0,37,81,45%,38,83,0,0,---,0,0,0:08,0,37,76,48%,37,76,0,0,---,0,0,0:00,0,33,73,45%,33,74,0,0,---,0,0,0:00,,,,,,,,,,,,,,,,,,,,,,,,,0,107,230,46%,108,233,0,0,---,0,0,0:08,0,41,89,46%,41,89,0,0,---,0,0,0:00,0,52,112,46%,54,114,0,1,0%,0,0,0:00,0,50,108,46%,51,109,0,0,---,0,0,0:02,,,,,,,,,,,,,,,,,,,,,,,,,0,143,309,46%,146,312,0,1,0%,0,0,0:02,21,62,4,7,12,12,37,81,0,0,0,0,24,56,7,10,6,10,32,71,5,5,0,0,23,55,7,14,3,4,30,70,3,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,68,173,18,31,21,26,99,222,8,8,0,0,27,71,2,5,12,13,40,87,1,2,0,0,28,82,12,17,12,13,49,106,3,6,0,0,26,77,9,13,15,18,46,100,3,6,1,2,,,,,,,,,,,,,,,,,,,,,,,,,81,230,23,35,39,44,135,293,7,14,1,2
UFC Fight Night: Poirier vs. Pettis,"November 11, 2017","Norfolk, Virginia, USA",Tatiana Suarez,b08012bbe542592a,Viviane Pereira,d50382dc0565a9e1,Women's Strawweight,Decision - Unanimous,3,5:00,(5-5-5),King,"


Elvis Bello 27 - 30.
 

Brian Costello 27 - 30.
 

Jeff Mullen 26 - 30.",0,21,31,67%,44,62,1,2,50%,0,0,3:57,0,29,46,63%,52,73,2,2,100%,0,0,4:25,0,21,29,72%,48,62,1,1,100%,0,0,4:07,,,,,,,,,,,,,,,,,,,,,,,,,0,71,106,66%,144,197,4,5,80%,0,0,12:29,0,8,14,57%,24,37,0,0,---,1,0,0:06,0,2,4,50%,29,45,0,0,---,0,0,0:00,0,3,5,60%,16,22,0,0,---,0,0,0:00,,,,,,,,,,,,,,,,,,,,,,,,,0,13,23,56%,69,104,0,0,---,1,0,0:06,15,22,2,3,4,6,4,11,2,3,15,17,23,40,3,3,3,3,3,7,0,0,26,39,7,15,9,9,5,5,4,12,1,1,16,16,,,,,,,,,,,,,,,,,,,,,,,,,45,77,14,15,12,14,11,30,3,4,57,72,6,10,1,3,1,1,4,7,2,3,2,4,2,4,0,0,0,0,0,2,0,0,2,2,2,4,1,1,0,0,3,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,10,18,2,4,1,1,7,14,2,3,4,6
UFC Fight Night: Werdum vs. Tybura,"November 18, 2017","Sydney, New South Wales, Australia",Alex Chambers,26b63bc5c0c1f65d,Nadia Kassem,6e7506127408aa9e,Women's Strawweight,Decision - Unanimous,3,5:00,(5-5-5),Perdios,"


Kon Papaioannou 28 - 29.
 

Anthony Dimitriou 27 - 29.
 

Storm Oshyer 27 - 29.",0,21,28,75%,39,48,1,2,50%,0,0,2:50,0,6,14,42%,10,20,2,3,66%,0,0,2:58,0,18,28,64%,30,40,1,2,50%,0,0,1:55,,,,,,,,,,,,,,,,,,,,,,,,,0,45,70,64%,79,108,4,7,57%,0,0,7:43,0,15,22,68%,26,38,0,1,0%,1,0,0:00,0,18,36,50%,64,88,0,0,---,5,1,0:57,0,19,47,40%,44,78,0,0,---,0,1,0:31,,,,,,,,,,,,,,,,,,,,,,,,,0,52,105,49%,134,204,0,1,0%,6,2,1:28,13,18,7,7,1,3,10,16,2,3,9,9,5,9,1,2,0,3,6,12,0,2,0,0,10,20,2,2,6,6,13,23,0,0,5,5,,,,,,,,,,,,,,,,,,,,,,,,,28,47,10,11,7,12,29,51,2,5,14,14,7,12,4,5,4,5,10,15,3,4,2,3,9,23,5,9,4,4,13,29,3,4,2,3,9,30,8,13,2,4,13,39,5,6,1,2,,,,,,,,,,,,,,,,,,,,,,,,,25,65,17,27,10,13,36,83,11,14,5,8
