Fight Night Title,date,location,Fighter A,Fighter A ID,Fighter B,Fighter B ID,Division,Outcome Method,Outcome Round,Outcome Time,Outcome Format,Referee,Outcome Detail,Fighter A Round 1 KD,Fighter A Round 1 SIG STR Landed,Fighter A Round 1 SIG STR Attempted,Fighter A Round 1 SIG STR %,Fighter A Round 1 TOTAL STR Landed,Fighter A Round 1 TOTAL STR Attempted,Fighter A Round 1 TD Landed,Fighter A Round 1 Attempted,Fighter A Round 1 TD %,Fighter A Round 1 SUB ATT,Fighter A Round 1 REV,Fighter A Round 1 CTRL,Fighter A Round 2 KD,Fighter A Round 2 SIG STR Landed,Fighter A Round 2 SIG STR Attempted,Fighter A Round 2 SIG STR %,Fighter A Round 2 TOTAL STR Landed,Fighter A Round 2 TOTAL STR Attempted,Fighter A Round 2 TD Landed,Fighter A Round 2 Attempted,Fighter A Round 2 TD %,Fighter A Round 2 SUB ATT,Fighter A Round 2 REV,Fighter A Round 2 CTRL,Fighter A Round 3 KD,Fighter A Round 3 SIG STR Landed,Fighter A Round 3 SIG STR Attempted,Fighter A Round 3 SIG STR %,Fighter A Round 3 TOTAL STR Landed,Fighter A Round 3 TOTAL STR Attempted,Fighter A Round 3 TD Landed,Fighter A Round 3 Attempted,Fighter A Round 3 TD %,Fighter A Round 3 SUB ATT,Fighter A Round 3 REV,Fighter A Round 3 CTRL,Fighter A Round 4 KD,Fighter A Round 4 SIG STR Landed,Fighter A Round 4 SIG STR Attempted,Fighter A Round 4 SIG STR %,Fighter A Round 4 TOTAL STR Landed,Fighter A Round 4 TOTAL STR Attempted,Fighter A Round 4 TD Landed,Fighter A Round 4 Attempted,Fighter A Round 4 TD %,Fighter A Round 4 SUB ATT,Fighter A Round 4 REV,Fighter A Round 4 CTRL,Fighter A Round 5 KD,Fighter A Round 5 SIG STR Landed,Fighter A Round 5 SIG STR Attempted,Fighter A Round 5 SIG STR %,Fighter A Round 5 TOTAL STR Landed,Fighter A Round 5 TOTAL STR Attempted,Fighter A Round 5 TD Landed,Fighter A Round 5 Attempted,Fighter A Round 5 TD %,Fighter A Round 5 SUB ATT,Fighter A Round 5 REV,Fighter A Round 5 CTRL,Fighter A Total KD,Fighter A Total SIG STR Landed,Fighter A Total SIG STR Attempted,Fighter A Total SIG STR %,Fighter A Total TOTAL STR Landed,Fighter A Total TOTAL STR Attempted,Fighter A Total TD Landed,Fighter A Total Attempted,Fighter A Total TD %,Fighter A Total SUB ATT,Fighter A Total REV,Fighter A Total CTRL,Fighter B Round 1 KD,Fighter B Round 1 SIG STR Landed,Fighter B Round 1 SIG STR Attempted,Fighter B Round 1 SIG STR %,Fighter B Round 1 TOTAL STR Landed,Fighter B Round 1 TOTAL STR Attempted,Fighter B Round 1 TD Landed,Fighter B Round 1 Attempted,Fighter B Round 1 TD %,Fighter B Round 1 SUB ATT,Fighter B Round 1 REV,Fighter B Round 1 CTRL,Fighter B Round 2 KD,Fighter B Round 2 SIG STR Landed,Fighter B Round 2 SIG STR Attempted,Fighter B Round 2 SIG STR %,Fighter B Round 2 TOTAL STR Landed,Fighter B Round 2 TOTAL STR Attempted,Fighter B Round 2 TD Landed,Fighter B Round 2 Attempted,Fighter B Round 2 TD %,Fighter B Round 2 SUB ATT,Fighter B Round 2 REV,Fighter B Round 2 CTRL,Fighter B Round 3 KD,Fighter B Round 3 SIG STR Landed,Fighter B Round 3 SIG STR Attempted,Fighter B Round 3 SIG STR %,Fighter B Round 3 TOTAL STR Landed,Fighter B Round 3 TOTAL STR Attempted,Fighter B Round 3 TD Landed,Fighter B Round 3 Attempted,Fighter B Round 3 TD %,Fighter B Round 3 SUB ATT,Fighter B Round 3 REV,Fighter B Round 3 CTRL,Fighter B Round 4 KD,Fighter B Round 4 SIG STR Landed,Fighter B Round 4 SIG STR Attempted,Fighter B Round 4 SIG STR %,Fighter B Round 4 TOTAL STR Landed,Fighter B Round 4 TOTAL STR Attempted,Fighter B Round 4 TD Landed,Fighter B Round 4 Attempted,Fighter B Round 4 TD %,Fighter B Round 4 SUB ATT,Fighter B Round 4 REV,Fighter B Round 4 CTRL,Fighter B Round 5 KD,Fighter B Round 5 SIG STR Landed,Fighter B Round 5 SIG STR Attempted,Fighter B Round 5 SIG STR %,Fighter B Round 5 TOTAL STR Landed,Fighter B Round 5 TOTAL STR Attempted,Fighter B Round 5 TD Landed,Fighter B Round 5 Attempted,Fighter B Round 5 TD %,Fighter B Round 5 SUB ATT,Fighter B Round 5 REV,Fighter B Round 5 CTRL,Fighter B Total KD,Fighter B Total SIG STR Landed,Fighter B Total SIG STR Attempted,Fighter B Total SIG STR %,Fighter B Total TOTAL STR Landed,Fighter B Total TOTAL STR Attempted,Fighter B Total TD Landed,Fighter B Total Attempted,Fighter B Total TD %,Fighter B Total SUB ATT,Fighter B Total REV,Fighter B Total CTRL,Fighter A Round 1 Head Shots Landed,Fighter A Round 1 Head Shots Attempted,Fighter A Round 1 Body Shots Landed,Fighter A Round 1 Body Shots Attempted,Fighter A Round 1 Leg Shots Landed,Fighter A Round 1 Leg Shots Attempted,Fighter A Round 1 Distance Shots Landed,Fighter A Round 1 Distance Shots Attempted,Fighter A Round 1 Clinch Landed,Fighter A Round 1 Clinch Attempted,Fighter A Round 1 Ground Landed,Fighter A Round 1 Ground Attempted,Fighter A Round 2 Head Shots Landed,Fighter A Round 2 Head Shots Attempted,Fighter A Round 2 Body Shots Landed,Fighter A Round 2 Body Shots Attempted,Fighter A Round 2 Leg Shots Landed,Fighter A Round 2 Leg Shots Attempted,Fighter A Round 2 Distance Shots Landed,Fighter A Round 2 Distance Shots Attempted,Fighter A Round 2 Clinch Landed,Fighter A Round 2 Clinch Attempted,Fighter A Round 2 Ground Landed,Fighter A Round 2 Ground Attempted,Fighter A Round 3 Head Shots Landed,Fighter A Round 3 Head Shots Attempted,Fighter A Round 3 Body Shots Landed,Fighter A Round 3 Body Shots Attempted,Fighter A Round 3 Leg Shots Landed,Fighter A Round 3 Leg Shots Attempted,Fighter A Round 3 Distance Shots Landed,Fighter A Round 3 Distance Shots Attempted,Fighter A Round 3 Clinch Landed,Fighter A Round 3 Clinch Attempted,Fighter A Round 3 Ground Landed,Fighter A Round 3 Ground Attempted,Fighter A Round 4 Head Shots Landed,Fighter A Round 4 Head Shots Attempted,Fighter A Round 4 Body Shots Landed,Fighter A Round 4 Body Shots Attempted,Fighter A Round 4 Leg Shots Landed,Fighter A Round 4 Leg Shots Attempted,Fighter A Round 4 Distance Shots Landed,Fighter A Round 4 Distance Shots Attempted,Fighter A Round 4 Clinch Landed,Fighter A Round 4 Clinch Attempted,Fighter A Round 4 Ground Landed,Fighter A Round 4 Ground Attempted,Fighter A Round 5 Head Shots Landed,Fighter A Round 5 Head Shots Attempted,Fighter A Round 5 Body Shots Landed,Fighter A Round 5 Body Shots Attempted,Fighter A Round 5 Leg Shots Landed,Fighter A Round 5 Leg Shots Attempted,Fighter A Round 5 Distance Shots Landed,Fighter A Round 5 Distance Shots Attempted,Fighter A Round 5 Clinch Landed,Fighter A Round 5 Clinch Attempted,Fighter A Round 5 Ground Landed,Fighter A Round 5 Ground Attempted,Fighter A Total Head Shots Landed,Fighter A Total Head Shots Attempted,Fighter A Total Body Shots Landed,Fighter A Total Body Shots Attempted,Fighter A Total Leg Shots Landed,Fighter A Total Leg Shots Attempted,Fighter A Total Distance Shots Landed,Fighter A Total Distance Shots Attempted,Fighter A Total Clinch Landed,Fighter A Total Clinch Attempted,Fighter A Total Ground Landed,Fighter A Total Ground Attempted,Fighter B Round 1 Head Shots Landed,Fighter B Round 1 Head Shots Attempted,Fighter B Round 1 Body Shots Landed,Fighter B Round 1 Body Shots Attempted,Fighter B Round 1 Leg Shots Landed,Fighter B Round 1 Leg Shots Attempted,Fighter B Round 1 Distance Shots Landed,Fighter B Round 1 Distance Shots Attempted,Fighter B Round 1 Clinch Landed,Fighter B Round 1 Clinch Attempted,Fighter B Round 1 Ground Landed,Fighter B Round 1 Ground Attempted,Fighter B Round 2 Head Shots Landed,Fighter B Round 2 Head Shots Attempted,Fighter B Round 2 Body Shots Landed,Fighter B Round 2 Body Shots Attempted,Fighter B Round 2 Leg Shots Landed,Fighter B Round 2 Leg Shots Attempted,Fighter B Round 2 Distance Shots Landed,Fighter B Round 2 Distance Shots Attempted,Fighter B Round 2 Clinch Landed,Fighter B Round 2 Clinch Attempted,Fighter B Round 2 Ground Landed,Fighter B Round 2 Ground Attempted,Fighter B Round 3 Head Shots Landed,Fighter B Round 3 Head Shots Attempted,Fighter B Round 3 Body Shots Landed,Fighter B Round 3 Body Shots Attempted,Fighter B Round 3 Leg Shots Landed,Fighter B Round 3 Leg Shots Attempted,Fighter B Round 3 Distance Shots Landed,Fighter B Round 3 Distance Shots Attempted,Fighter B Round 3 Clinch Landed,Fighter B Round 3 Clinch Attempted,Fighter B Round 3 Ground Landed,Fighter B Round 3 Ground Attempted,Fighter B Round 4 Head Shots Landed,Fighter B Round 4 Head Shots Attempted,Fighter B Round 4 Body Shots Landed,Fighter B Round 4 Body Shots Attempted,Fighter B Round 4 Leg Shots Landed,Fighter B Round 4 Leg Shots Attempted,Fighter B Round 4 Distance Shots Landed,Fighter B Round 4 Distance Shots Attempted,Fighter B Round 4 Clinch Landed,Fighter B Round 4 Clinch Attempted,Fighter B Round 4 Ground Landed,Fighter B Round 4 Ground Attempted,Fighter B Round 5 Head Shots Landed,Fighter B Round 5 Head Shots Attempted,Fighter B Round 5 Body Shots Landed,Fighter B Round 5 Body Shots Attempted,Fighter B Round 5 Leg Shots Landed,Fighter B Round 5 Leg Shots Attempted,Fighter B Round 5 Distance Shots Landed,Fighter B Round 5 Distance Shots Attempted,Fighter B Round 5 Clinch Landed,Fighter B Round 5 Clinch Attempted,Fighter B Round 5 Ground Landed,Fighter B Round 5 Ground Attempted,Fighter B Total Head Shots Landed,Fighter B Total Head Shots Attempted,Fighter B Total Body Shots Landed,Fighter B Total Body Shots Attempted,Fighter B Total Leg Shots Landed,Fighter B Total Leg Shots Attempted,Fighter B Total Distance Shots Landed,Fighter B Total Distance Shots Attempted,Fighter B Total Clinch Landed,Fighter B Total Clinch Attempted,Fighter B Total Ground Landed,Fighter B Total Ground Attempted
UFC 246: McGregor vs. Cowboy,"January 18, 2020","Las Vegas, Nevada, USA",Sabina Mazo,70d2329a92864fdb,JJ Aldrich,6fd953151d981979,Women's Flyweight,Decision - Split,3,5:00,(5-5-5),Tognoni,"


Junichiro Kamijo 28 - 29.
 

Chris Lee 29 - 28.
 

Adalaide Byrd 28 - 29.",0,29,97,29%,29,97,0,0,---,0,0,0:00,0,46,133,34%,46,133,0,0,---,0,0,0:00,0,43,93,46%,46,97,0,0,---,0,0,2:01,,,,,,,,,,,,,,,,,,,,,,,,,0,118,323,36%,121,327,0,0,---,0,0,2:01,0,15,47,31%,15,47,0,0,---,0,0,0:00,0,26,53,49%,31,59,0,0,---,0,0,0:00,0,17,44,38%,23,50,0,0,---,0,0,0:03,,,,,,,,,,,,,,,,,,,,,,,,,0,58,144,40%,69,156,0,0,---,0,0,0:03,16,78,4,6,9,13,29,96,0,1,0,0,32,116,7,8,7,9,42,129,4,4,0,0,18,64,18,20,7,9,21,67,22,26,0,0,,,,,,,,,,,,,,,,,,,,,,,,,66,258,29,34,23,31,92,292,26,31,0,0,11,40,2,3,2,4,14,46,1,1,0,0,20,47,5,5,1,1,24,49,2,4,0,0,14,38,3,5,0,1,11,37,6,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,45,125,10,13,3,6,49,132,9,12,0,0
UFC 246: McGregor vs. Cowboy,"January 18, 2020","Las Vegas, Nevada, USA",Roxanne Modafferi,4498b382c65a7faa,Maycee Barber,6a740daf1b279661,Women's Flyweight,Decision - Unanimous,3,5:00,(5-5-5),Herzog,"


Eric Colon 27 - 30.
 

Sal D'amato 27 - 30.
 

Dave Hagen 26 - 30.",0,11,22,50%,47,61,1,1,100%,0,0,3:44,1,5,10,50%,41,58,0,0,---,0,1,3:42,0,3,11,27%,24,36,0,0,---,0,0,3:04,,,,,,,,,,,,,,,,,,,,,,,,,1,19,43,44%,112,155,1,1,100%,0,1,10:30,0,5,14,35%,7,17,0,0,---,0,1,0:12,0,4,7,57%,6,12,0,0,---,0,1,1:07,0,7,10,70%,12,16,0,0,---,1,1,0:57,,,,,,,,,,,,,,,,,,,,,,,,,0,16,31,51%,25,45,0,0,---,1,3,2:16,9,20,2,2,0,0,7,18,1,1,3,3,5,10,0,0,0,0,1,3,0,0,4,7,3,11,0,0,0,0,3,10,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,17,41,2,2,0,0,11,31,1,1,7,11,5,14,0,0,0,0,5,14,0,0,0,0,3,6,1,1,0,0,0,0,0,0,4,7,7,9,0,1,0,0,4,5,0,0,3,5,,,,,,,,,,,,,,,,,,,,,,,,,15,29,1,2,0,0,9,19,0,0,7,12
UFC 246: McGregor vs. Cowboy,"January 18, 2020","Las Vegas, Nevada, USA",Holly Holm,634e2fb70bde3fd5,Raquel Pennington,fc169c387b4b465d,Women's Bantamweight,Decision - Unanimous,3,5:00,(5-5-5),Herzog,"


Mike Bell 28 - 29.
 

Eric Colon 27 - 30.
 

Ron McCarthy 27 - 30.",0,6,12,50%,26,39,0,0,---,0,0,2:48,0,9,17,52%,32,44,0,1,0%,0,0,3:07,0,15,33,45%,23,46,0,2,0%,0,0,1:20,,,,,,,,,,,,,,,,,,,,,,,,,0,30,62,48%,81,129,0,3,0%,0,0,7:15,0,5,14,35%,7,16,1,1,100%,0,0,0:17,0,19,27,70%,28,36,0,0,---,0,0,0:19,0,14,37,37%,20,43,0,1,0%,0,0,0:25,,,,,,,,,,,,,,,,,,,,,,,,,0,38,78,48%,55,95,1,2,50%,0,0,1:01,2,5,2,3,2,4,3,9,3,3,0,0,2,8,5,7,2,2,3,9,6,8,0,0,8,20,2,8,5,5,14,32,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,12,33,9,18,9,11,20,50,10,12,0,0,1,8,3,3,1,3,2,11,3,3,0,0,3,10,15,16,1,1,2,9,17,18,0,0,5,25,9,11,0,1,6,26,8,11,0,0,,,,,,,,,,,,,,,,,,,,,,,,,9,43,27,30,2,5,10,46,28,32,0,0
UFC Fight Night: Blaydes vs. Dos Santos,"January 25, 2020","Raleigh, North Carolina, USA",Sara McMann,7be74a12d7352df2,Lina Lansberg,2eeaefbfc7f9fcff,Women's Bantamweight,Decision - Unanimous,3,5:00,(5-5-5),Carter,"


David Ebert 27 - 30.
 

Chris Lee 26 - 30.
 

Eric Colon 25 - 30.",0,10,12,83%,22,25,1,1,100%,1,0,4:30,0,10,16,62%,15,23,1,2,50%,0,0,4:11,0,18,22,81%,25,36,1,2,50%,0,0,4:43,,,,,,,,,,,,,,,,,,,,,,,,,0,38,50,76%,62,84,3,5,60%,1,0,13:24,0,0,2,0%,6,8,0,0,---,0,0,0:00,0,1,2,50%,14,22,0,0,---,0,0,0:00,0,0,1,0%,16,21,0,0,---,0,0,0:00,,,,,,,,,,,,,,,,,,,,,,,,,0,1,5,20%,36,51,0,0,---,0,0,0:00,0,2,9,9,1,1,0,2,0,0,10,10,4,8,6,8,0,0,1,5,0,0,9,11,18,22,0,0,0,0,0,1,1,1,17,20,,,,,,,,,,,,,,,,,,,,,,,,,22,32,15,17,1,1,1,8,1,1,36,41,0,2,0,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,4,1,1,0,0,1,5,0,0,0,0
UFC Fight Night: Blaydes vs. Dos Santos,"January 25, 2020","Raleigh, North Carolina, USA",Justine Kish,928ae2e5b5f7a9ec,Lucie Pudilova,3cf66c62d9069f43,Women's Flyweight,Decision - Unanimous,3,5:00,(5-5-5),MacDonald,"


Eric Colon 27 - 30.
 

David Ebert 27 - 30.
 

Tony Weeks 27 - 30.",0,21,43,48%,22,45,0,0,---,0,0,0:00,0,23,41,56%,24,42,0,0,---,0,0,0:07,0,18,45,40%,20,48,1,1,100%,0,0,0:28,,,,,,,,,,,,,,,,,,,,,,,,,0,62,129,48%,66,135,1,1,100%,0,0,0:35,0,11,46,23%,17,55,0,0,---,0,0,0:04,0,11,51,21%,16,57,0,0,---,0,0,0:05,0,7,46,15%,14,53,0,0,---,0,0,0:00,,,,,,,,,,,,,,,,,,,,,,,,,0,29,143,20%,47,165,0,0,---,0,0,0:09,5,25,6,7,10,11,16,38,5,5,0,0,6,20,7,10,10,11,20,34,3,7,0,0,6,25,3,6,9,14,14,36,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,17,70,16,23,29,36,50,108,10,14,2,7,7,41,4,5,0,0,7,42,4,4,0,0,9,47,1,3,1,1,11,50,0,1,0,0,6,43,1,3,0,0,7,45,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,22,131,6,11,1,1,25,137,4,6,0,0
UFC Fight Night: Blaydes vs. Dos Santos,"January 25, 2020","Raleigh, North Carolina, USA",Hannah Cifers,2244d9a2b64b8c3b,Angela Hill,f0feeb2192937424,Women's Strawweight,KO/TKO,2,4:26,(5-5-5),MacDonald,Elbows to Head From Mount,0,32,78,41%,36,84,0,0,---,0,0,0:00,0,14,30,46%,14,30,0,0,---,0,0,0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,46,108,42%,50,114,0,0,---,0,0,0:00,0,32,84,38%,32,84,0,0,---,0,0,0:17,0,38,71,53%,48,86,1,1,100%,0,0,2:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,70,155,45%,80,170,1,1,100%,0,0,3:06,10,46,10,16,12,16,29,71,3,7,0,0,6,21,2,3,6,6,14,29,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,67,12,19,18,22,43,100,3,8,0,0,22,69,9,14,1,1,29,78,3,6,0,0,35,67,3,4,0,0,9,28,0,0,29,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,136,12,18,1,1,38,106,3,6,29,43
UFC 247: Jones vs. Reyes,"February 08, 2020","Houston, Texas, USA",Lauren Murphy,729d4bd5a6cd0a97,Andrea Lee,05fa626cb33d15b8,Women's Flyweight,Decision - Split,3,5:00,(5-5-5),Rexroad,"


Patrick Patlan 28 - 29.
 

Chris Lee 29 - 28.
 

Danny De Alejandro 27 - 30.",0,32,80,40%,33,82,1,1,100%,0,0,0:29,0,33,73,45%,41,84,1,3,33%,0,0,0:22,0,15,44,34%,33,62,0,0,---,0,1,1:40,,,,,,,,,,,,,,,,,,,,,,,,,0,80,197,40%,107,228,2,4,50%,0,1,2:31,0,43,104,41%,44,106,0,1,0%,0,0,0:03,0,38,103,36%,39,104,0,1,0%,0,0,0:00,0,23,60,38%,24,61,0,1,0%,1,0,0:34,,,,,,,,,,,,,,,,,,,,,,,,,0,104,267,38%,107,271,0,3,0%,1,0,0:37,28,74,4,6,0,0,31,77,1,3,0,0,30,68,2,4,1,1,31,71,2,2,0,0,12,39,3,5,0,0,13,42,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,70,181,9,15,1,1,75,190,5,7,0,0,18,74,16,20,9,10,41,101,1,2,1,1,21,77,11,20,6,6,38,103,0,0,0,0,12,43,7,11,4,6,20,57,3,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,51,194,34,51,19,22,99,261,4,5,1,1
UFC 247: Jones vs. Reyes,"February 08, 2020","Houston, Texas, USA",Valentina Shevchenko,132deb59abae64b1,Katlyn Chookagian,e872e9a9a902c045,UFC Women's Flyweight Title,KO/TKO,3,1:03,(5-5-5-5-5),Montalvo,Punches to Head From Crucifix,0,13,28,46%,14,29,1,1,100%,0,0,1:17,0,10,19,52%,25,34,1,1,100%,0,0,1:46,0,17,18,94%,18,19,1,1,100%,0,0,0:29,,,,,,,,,,,,,,,,,,,,,,,,,0,40,65,61%,57,82,3,3,100%,0,0,3:32,0,7,26,26%,14,35,0,0,---,0,0,0:00,0,7,25,28%,10,28,0,0,---,0,0,0:00,0,3,5,60%,3,5,0,0,---,0,0,0:00,,,,,,,,,,,,,,,,,,,,,,,,,0,17,56,30%,27,68,0,0,---,0,0,0:00,7,19,0,1,6,8,12,27,0,0,1,1,3,12,3,3,4,4,10,19,0,0,0,0,16,17,0,0,1,1,1,2,0,0,16,16,,,,,,,,,,,,,,,,,,,,,,,,,26,48,3,4,11,13,23,48,0,0,17,17,0,12,1,3,6,11,7,26,0,0,0,0,0,14,2,4,5,7,7,25,0,0,0,0,0,2,2,2,1,1,3,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,28,5,9,12,19,17,56,0,0,0,0
UFC Fight Night: Anderson vs. Blachowicz,"February 15, 2020","Rio Rancho, New Mexico, USA",Macy Chiasson,9cdd2da1a9104a0b,Shanna Young,568bbad0eaced57c,Women's Bantamweight,Decision - Unanimous,3,5:00,(5-5-5),Dean,"


Mark Sanchez 26 - 30.
 

Glenn Trowbridge 26 - 30.
 

Tony Weeks 26 - 30.",0,63,113,55%,76,126,1,4,25%,0,0,0:44,0,11,30,36%,41,67,1,3,33%,0,0,3:16,0,12,23,52%,37,60,1,1,100%,0,0,4:33,,,,,,,,,,,,,,,,,,,,,,,,,0,86,166,51%,154,253,3,8,37%,0,0,8:33,0,31,55,56%,39,65,0,1,0%,0,0,0:13,0,7,14,50%,9,16,0,0,---,0,0,0:09,0,2,2,100%,2,2,0,0,---,0,0,0:00,,,,,,,,,,,,,,,,,,,,,,,,,0,40,71,56%,50,83,0,1,0%,0,0,0:22,26,68,37,45,0,0,12,36,45,61,6,16,10,29,1,1,0,0,3,11,0,0,8,19,12,23,0,0,0,0,1,2,0,0,11,21,,,,,,,,,,,,,,,,,,,,,,,,,48,120,38,46,0,0,16,49,45,61,25,56,26,45,5,9,0,1,15,38,16,17,0,0,5,11,1,2,1,1,7,14,0,0,0,0,1,1,1,1,0,0,2,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,32,57,7,12,1,2,24,54,16,17,0,0
UFC Fight Night: Anderson vs. Blachowicz,"February 15, 2020","Rio Rancho, New Mexico, USA",Montana De La Rosa,80d8aed0ca9b00f3,Mara Romero Borella,82cbb809d5ee565c,Women's Flyweight,Decision - Unanimous,3,5:00,(5-5-5),Coca,"


Derek Cleary 27 - 30.
 

Sal D'amato 27 - 30.
 

Ester Lopez 27 - 30.",0,8,18,44%,16,27,0,2,0%,0,0,1:53,0,7,15,46%,23,40,1,1,100%,0,0,4:01,1,12,34,35%,35,61,0,0,---,1,0,2:36,,,,,,,,,,,,,,,,,,,,,,,,,1,27,67,40%,74,128,1,3,33%,1,0,8:30,0,11,20,55%,23,33,1,1,100%,0,0,1:48,0,5,11,45%,14,20,0,1,0%,0,0,0:00,0,7,22,31%,27,46,0,0,---,0,0,0:00,,,,,,,,,,,,,,,,,,,,,,,,,0,23,53,43%,64,99,1,2,50%,0,0,1:48,3,12,3,4,2,2,3,10,4,6,1,2,6,14,1,1,0,0,2,10,0,0,5,5,6,25,4,5,2,4,9,31,0,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,15,51,8,10,4,6,14,51,4,6,9,10,5,14,2,2,4,4,3,11,5,6,3,3,4,10,0,0,1,1,5,11,0,0,0,0,6,20,1,2,0,0,7,22,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,15,44,3,4,5,5,15,44,5,6,3,3
UFC Fight Night: Felder vs. Hooker,"February 22, 2020","Auckland, New Zealand",Priscila Cachoeira,b1e5bcaad32a3cac,Shana Dobson,122ac9b816d8b71c,Women's Flyweight,KO/TKO,1,0:40,(5-5-5),Swailes,Punch to Head At Distance,1,8,18,44%,8,18,0,0,---,0,0,0:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,18,44%,8,18,0,0,---,0,0,0:02,0,5,11,45%,5,11,0,0,---,0,0,0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,11,45%,5,11,0,0,---,0,0,0:00,8,18,0,0,0,0,8,17,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,18,0,0,0,0,8,17,0,0,0,1,4,9,1,2,0,0,5,11,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,9,1,2,0,0,5,11,0,0,0,0
UFC Fight Night: Felder vs. Hooker,"February 22, 2020","Auckland, New Zealand",Loma Lookboonmee,4e30e4250cb08b61,Angela Hill,f0feeb2192937424,Women's Strawweight,Decision - Unanimous,3,5:00,(5-5-5),Sharp,"


Howie Booth 28 - 29.
 

Mark Rodgers 28 - 29.
 

David Lethaby 27 - 30.",0,22,45,48%,25,49,0,0,---,0,0,0:00,0,11,24,45%,16,35,1,1,100%,0,0,1:35,0,20,61,32%,27,72,0,0,---,0,0,0:00,,,,,,,,,,,,,,,,,,,,,,,,,0,53,130,40%,68,156,1,1,100%,0,0,1:35,0,19,46,41%,23,51,1,1,100%,0,0,0:53,0,10,26,38%,24,51,0,1,0%,1,0,1:14,0,19,54,35%,23,61,0,2,0%,0,0,1:05,,,,,,,,,,,,,,,,,,,,,,,,,0,48,126,38%,70,163,1,4,25%,1,0,3:12,9,21,4,11,9,13,20,41,2,4,0,0,4,17,4,4,3,3,8,20,3,3,0,1,11,45,7,14,2,2,15,54,5,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,24,83,15,29,14,18,43,115,10,14,0,1,16,38,3,8,0,0,12,31,4,10,3,5,9,22,1,4,0,0,8,18,2,8,0,0,13,41,4,10,2,3,11,41,8,13,0,0,,,,,,,,,,,,,,,,,,,,,,,,,38,101,8,22,2,3,31,90,14,31,3,5
UFC Fight Night: Felder vs. Hooker,"February 22, 2020","Auckland, New Zealand",Karolina Kowalkiewicz,d7c3816669784109,Yan Xiaonan,c41d426cc7326d1b,Women's Strawweight,Decision - Unanimous,3,5:00,(5-5-5),Craig,"


Luke Hill 26 - 30.
 

Howard Hughes 26 - 30.
 

David Lethaby 26 - 30.",0,19,40,47%,24,46,0,0,---,0,0,0:13,0,14,35,40%,16,37,0,1,0%,0,0,1:18,0,5,10,50%,11,20,0,0,---,1,0,0:13,,,,,,,,,,,,,,,,,,,,,,,,,0,38,85,44%,51,103,0,1,0%,1,0,1:44,0,36,69,52%,41,75,2,3,66%,0,0,1:52,0,39,74,52%,47,83,2,2,100%,0,0,0:50,0,18,35,51%,69,96,1,1,100%,0,0,2:25,,,,,,,,,,,,,,,,,,,,,,,,,0,93,178,52%,157,254,5,6,83%,0,0,5:07,10,27,2,4,7,9,17,36,2,4,0,0,8,24,2,6,4,5,13,33,1,2,0,0,1,4,3,4,1,2,5,10,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,19,55,7,14,12,16,35,79,3,6,0,0,23,53,6,9,7,7,28,58,2,3,6,8,28,60,6,6,5,8,31,63,5,7,3,4,8,25,8,8,2,2,14,30,0,0,4,5,,,,,,,,,,,,,,,,,,,,,,,,,59,138,20,23,14,17,73,151,7,10,13,17
